Preprocess,Clusters,Silhouette,Calinski-Harabasz,Davies-Bouldin
No Preprocessing,14,0.36440315933001594,54.75413388336073,0.5764533157088568
Normalize,13,0.3641920615333681,31.656327629111924,0.46219423929336145
Transform,2,-0.019341195851875048,1.091655459097339,13.688793893447922
PCA,14,0.36440315933001594,54.75413388336073,0.5764533157088568
Transform + Normalize,2,0.6984721513663559,54.26416263594592,1.0577735736544729
Transform + Normalize + PCA,2,0.6984721513663559,54.26416263594592,1.0577735736544729
